STRS_deadcam_deadwait_civ,Vous êtes mort %1 fois et suicidé %5 fois vous devez attendre %2 seconde(s) pour réapparaître. Vous devez aussi attendre %4 seconde(s) de plus pour réapparaître (pour tous les joueurs que vous avez tué dans cette vie et lors d'un suicide.),
STRS_deadcam_deadwait_cop,"Comme policier vous devez attendre 30 secondes pour réapparaître, plus 30 secondes par joueur que vous avez tué. \nVotre temps de réapparition pour ce tour est de %1 secondes. \nPour ne pas avoir un temps de réapparition trop long, taser ou arrêter les civils au lieu de les tuer",
STRS_civmenu_stehlen_copzunah, vous ne pouvez pas voler quoi que ce soit quand la police est proche.,
STRS_civmenu_stehlen, Vous volé de l'argent à ce joueur! S'il vous plaît attendez cinq secondes pour obtenir l'argent.,
STRS_civmenu_distance, Vous êtes trop loin du civil ou il est mort,
STRS_civmenu_wantedbonus, C'était une personne recherchée. Vous obtenez alors un bonus de $%1,
STRS_civmenu_kopfgeld, sur cette personne, il y avait une prime de $%1,
STRS_civmenu_hasnodrugs, Le civil n'a pas de drogues.,
STRS_civmenu_hasdrugs, "%1 avaient de la drogue, vous les avez perquisitionné. Vous devez emprisonner %1 pour %2 minutes ou lui donner une amende de $%3.",
STRS_civmenu_disarm, Vous avez désarmé le %1!.,
STRS_civmenu_buy_disarm_nomoney, vous ne pouvez pas vous permettre le retrait des armes.,
STRS_civmenu_disarm_notarmed, Le joueur n'est pas armé.,
STRS_civmenu_arrested, Arrestation de %1 ...,
STRS_civmenu_ticketinuse, Vous avez fait une erreur lors de l'écriture de l'amende,
STRS_civmenu_gaveticket, Vous avez donné à %1 une amende de $%2.,
STRS_civmenu_didpayticket, %1 a payé l'amende de $%2.,
STRS_civmenu_didpaynothing,%1 a choisi de ne pas payer l'amende.,
STRS_civmenu_ticket_globalchat,%3 a donné une amende de $%2 à %1,
STRS_civmenu_didnotpayticket,%1 n'a pas assez d'argent pour payer l'amende de $%2,
STRS_civmenu_youdidnotpay, vous n'avez pas payé l'amende. vous êtes une réel V,
STRS_civmenu_copnotarmed, Vous n'êtes pas armé. Vous avez besoin d'une arme pour effectuer cette action.,
STRS_civmenu_heal, Vous soigner %1.,
STRS_civmenu_panic, Alarme de la %1 ACTIVER.,
STRS_inventory_checknohands, Le Civil n'a pas ses mains en l'air ou n'est pas menotté! ,
STRS_inventory_checknohandszip, Le joueur n'a pas ses mains en l'air ou n'est pas menotté!,
STRS_inventory_checkstring, ses Permis: \ n \n Permis pistolet: %1\nPermis fusil: %2\nPermis Arma Lourde: %3\nPermis Fusil de Sniper: %4\n\nPermis Voiture: %5\nPermis Pickup: %6\nPermis Camion: %7\nPermis Blindé: %8\nPermis Bateau: %9\nPermis Aèrien: %10\nPermis pétrolier: %11\nPermis production de tabac: %12\nPermis production d'alcool: %13\n\nLicense Batisseur: %14\n\nPasseport: %15\n\nPermis de Garde du Corps: %16\n\nObjets illégaux - Montant:\n\n%17,
STRS_civmenucheck_beendisarmed, Vous avez été désarmé.,
STRS_civmenucheck_beendrugsearched, Vos drogues ont été retirés. Grosse V,
STRS_civmenucheck_ticketrest, vous devez encore $%1 à la police,
STRS_civmenucheck_ticketself, Vous avez payé une amende de $%1.,
STRS_civmenucheck_youarehealed, vous avez été guéri par le policier quelle amour,
STRS_civmenucheck_removeddrugs, Un policier a trouvé vos drogues et les a saisie.,
STRS_civmenucheck_haddrugs,%1 avait pour une valeur $%2 de drogue!,
STRS_civmenucheck_arrested_self, Vous avez été arrêté pour une durée de %1 Minutes. Après cela, vous serez téléporté sur zone. Vous pouvez monter à bord d'un hélicoptère pour vous échapper.,
STRS_civmenucheck_arrested_global,%1 a été arrêté par %2 pour une durée de %3 minute(s),
STRS_civmenucheck_free_global, %1 a purgé sa peine en prison, une V est de retour,
STRS_civmenucheck_free_self, Vous êtes libre maintenant. Faites vous plus discret la prochaine fois ou vous serez de nouveau arrêté.,
STRS_civmenucheck_breakout,%1 s'est échappé de prison,
STRS_civmenucheck_stolen, Vous avez volé $%1 à ce civil!,
STRS_civmenucheck_stolenpub, quelqu'un vole %1!,
STRS_dialogcivmenu_arrest, Arrêté pour %1 minute(s),
STRS_dialogcivmenu_ticket, Amende $%1,
STRS_dialogandere_bankdialog_you, Vous,
STRS_dialogandere_gilden_keinleader, vous n'êtes pas le chef du gang vous ne pouvez donc pas utiliser ce menu,
STRS_dialogandere_itemshop, votre argent est actuellement de $%1,
STRS_geld_countdown,%1 minute(s) avant la prochaine paie.,
STRS_geld_were, étaient,
STRS_geld_nowere, n'était pas,
STRS_geld_unimsg, en raison de votre formation universitaire vous avez gagné $%1 supplémentaire.,
STRS_geld_hideoutextramoney A cause de votre planque vous avez obtenu $%1 supplémentaires .,
STRS_geld_civmoneyadd, "%1, vous avez reçu un salaire de $%2. L'argent a été transféré sur votre compte bancaire.",
STRS_geld_copmoneyadd, "%1, vous avez gagné $%2, l'argent a été transféré sur votre compte.",
STRS_geld_paycheckdead, Vous avez manqué un salaire parce que vous êtes mort.,
STRD_description_onloadintro, ZLR,
STRD_description_onloadmission, ZLR,
STRD_description_param1, marqueur de la ville,
STRD_description_time, TimeSkipInterval [Jour | Nuit],
STRD_description_on, Marche,
STRD_description_off, Arrêt,
STRD_description_cancel, Annuler,
STRD_description_buyitem_close, Fermer,
STRD_description_submit, Soumettre,
STRD_description_weapon_submit, Acheter cette arme!,
STRD_description_civcam_title, systèmes de caméras de Chernarus,
STRD_description_civcam_chooseciv, Choisissez Civ:,
STRD_description_civcam_dauer, Durée:,
STRD_description_civcam_cost, Coût:,
STRD_description_civcam_submit, Regardez-le,
STRD_description_carshop_submit, acheter ce véhicule,
STRD_description_civmenu_disarm, Désarmement,
STRD_description_civmenu_steal, Voler l'inventaire,
STRD_description_civmenu_drugs, Recherche de drogue,
STRD_description_civmenu_arrest, Arrestation,
STRD_description_civmenu_ticket, Amende,
STRD_description_civmenu_heal, Vérifier les Licences,
STRD_description_civmenu_inventar, Contrôle de l'inventaire,
STRD_description_civmenu_ZipTie, Menotter / Démenotter,
STRD_description_civmenu_header, Menu civil,
STRD_description_wantedrelease_cost, Entrez la prime:,
STRD_description_wantedrelease_setwantedmenu, Menu des recherchés,
STRD_description_wantedrelease_prisonrelease_title, le menu de sortie,
STRD_description_wantedrelease_submit, le libérer,
STRD_description_wantedrelease_submit_unwanted, Ne plus le rechercher,
STRD_description_bail_pay, caution à payer,
STRD_description_bail_cost, Caution,
STRD_description_spielerinfo_header, Info Joueur,
STRD_description_spielerinfo_select, Sélectionner Joueur,
STRD_description_spielerinfo_name, nom du joueur:,
STRD_description_spielerinfo_deaths, Nombre de décès:,
STRD_description_spielerinfo_wanted, recherchés:,
STRD_description_spielerinfo_kopfgeld, Prime:,
STRD_description_bombenconfig_header, Configuration de la vitesse de la voiture piégée,
STRD_description_bombenconfig_speed, Vitesse:,
STRD_description_bombenconfig_speed2, Durée:,
STRD_description_bombenconfig_plant, Bombe installé,
STRD_description_zeitbombenconfig_header, Configuration du Temps de la voiture piégée,
STRD_description_zeitbombenconfig_zeit, Heure:
STRD_description_hideout_submit, Acheter Hideout,
STRD_description_schluessel_header, Clés,
STRD_description_schluessel_wegwerfen, Abandonner clé pour toujours,
STRD_description_handy_title, écrire un SMS,
STRD_description_handy_cost, Coût: $%1,
STRD_description_handy_submit, Envoyer,
STRD_description_itemmenu_title, acheter des objets,
STRD_description_itemmenu_title2, vendre des objets,
STRD_description_inventar_gewicht, Poids de l'article unique / général:,
STRD_description_spielerliste_header, Stats,
STRD_description_gildegruenden_header, Créer un nouveau Gang,
STRD_description_gildegruenden_submit, Créer!,
STRD_description_gildegruenden_name, Nom du Gang:,
STRD_description_gildeverwalten_header, Gérer le Gang,
STRD_description_gildeverwalten_rauswerfen_header, Exclure membres,
STRD_description_gildeverwalten_rauswerfen_submit, Exclure!,
STRD_description_gildehauptmenu_header, Les gangs,
STRD_description_gildehauptmenu_button_join, Rejoignez le Gang,
STRD_description_gildehauptmenu_button_manage, Gérer le Gang,
STRD_description_gildehauptmenu_button_leave, Quittez le Gang,
STRD_description_gildehauptmenu_button_create, Créer le Gang,
STRD_description_factory_manifacture_header, Usine,
STRD_description_factory_manifacture, Fabrication,
STRD_description_close, Fermer,
STRD_description_janein_header, S'il vous plaît confirmer,
STRD_description_ja, Oui,
STRD_description_nein, Non,
STRD_janein_header, S'il vous plaît confirmer,
STRD_stunned_dialogbutton, Se lever,
STRS_handlerdeadpub_civkilled, Vous avez tué %1! Il n'était pas recherché vous devez lui payer $%2 en compensation.,
STRS_handlerdeadpub_kopfgeld_youkilled, Vous avez tué %1! Il avait une prime de $%2,
STRS_handlerdeadpub_kopfgeld_kill, Vous avez tué un civil recherché et obtenu $%1 en bonus.,
STRS_handlerdeadpub_copkilled, Vous avez tué %1! Vous êtes maintenant recherché!,
STRS_handlerdeadpub_copkilledbycop, un membre de votre équipe à tué %1!,
STRS_handlerdeadpub_suicide, Vous vous êtes suicidé.,
STRS_konvoy_start, un camion d'approvisionnement arrive en direction du commissariat.,
STRS_konvoy_arrived, Le camion de ravitaillement a atteint le commissariat.,
STRS_konvoy_hijacked, Le camion de ravitaillement a été détourné! Le pilote est mort!,
STRS_konvoy_destroyed, Le camion de ravitaillement a été détruit!,
STRS_konvoy_civarrived, Le Convoi détourné a atteint le repaire des rebelles.,
STRS_Konvoymarker, Camion,
STRS_bankvanmarker, BankVan,
STRS_kopfgeld_kein_kopfgeld_entfernen, Il n'a pas sa tête à prix.,
STRS_kopfgeld_entfernt, La prime de %1 a été supprimée. Il n'est plus recherché.,
STRS_kopfgeld_nokopfgeld, vous ne pouvez actuellement pas ajouté %1 a liste des recherché.,
STRS_kopfgeld_nomoney, Vous n'avez pas assez d'argent.,
STRS_kofpgeld_set, vous avez ajouté une prime de $%2 à %1.,
STRS_kopfgeld_publicmsg,%1 a défini une prime de $%2 sur le Civil %3. La prime s'élèvent à $%4 au total,
STRS_kopfgeld_notself, vous ne pouvez pas vous enlever de la liste des recherchés vous-même.,
STRS_switchedcopmarker,Vous avez tourné les marqueurs de police %1.,
STRS_Off,Arrêt,
STRS_On,Marche,
STRS_statdialog_playerinfo,J O U E U R - I N F O:,
STRS_statdialog_playerlist,J O U E U R S:,
STRS_statdialog_licenselist,P E R M I S:,
STRS_statdialog_other,A U T R E S :,
STRS_statdialog_inventarlist,I N V E N T A I R E:,
STRS_statdialog_waffen,A R M E S:,
STRS_statdialog_magazine,M U N I T I O N S:,
STRS_statdialog_gildenlist,G A N G S:,
STRS_statdialog_laws,L O I S:,
STRS_statdialog_regierung,Taviana Island Gouverneur:,
STRS_statdialog_chief,Chef de la Police:,
STRS_statdialog_taxes,T A X E S:,
STRS_stat_regierung,ID du Gouvernement:,
STRS_statdialog_money,Argent,
STRS_statdialog_hunger,Faim,
STRS_statdialog_thirst,Soif,
STRS_statdialog_health,Santé,
STRS_statdialog_speed,Vitesse,
STRS_statdialog_heigth,Hauteur,
STRS_statdialog_weight,Poids,
STRS_statdialog_rolenumber,Nombre de rôle,
STRS_statdialog_copkills,Policiers tués,
STRS_statdialog_civkills,Civils tués,
STRS_statdialog_selfkills,Suicides,
STRS_statdialog_streetcred,Réputation,
STRS_statdialog_deaths,Morts,
STRS_statdialog_bounty,Prime,
STRS_statdialog_bestrace,Meilleur course,
STRS_statdialog_racewon,Courses gagnées,
STRS_statdialog_gilde,Gang,
STRS_statdialog_wanted,Recherchés,
STRS_statdialog_kopfgeld,Prime,
STRS_hints_ja,Oui,
STRS_hints_nein,Non,
STRS_hints_keins,Aucun,
STRS_hints_account_balance,Vous avez %1$ sur votre compte en banque.,
STRS_bail_addbail,Vous recevez $%1 parce que le civil%2 a payer sa caution.,
STRS_bail_addconvoy,Vous recevez $%1 grâce au convoi.,
STRS_bail_payed,Civ%1 a payé sa caution de $%2,
STRS_bail_self,Vous avez payé votre caution de $%1.,
STRS_bail_cantpay,Vous n'avez pas ce montant d'argent.,
STRS_prison_notinprison,Vous ne pouvez pas relacher ce civil car il n'est pas en prison.,
STRS_prison_freenow,Le civil est maintenant libre.,
STRS_pimp_vclsell_toofast,Vous allez trop vite pour vendre ce véhicule,
STRS_pimp_vclsell,Vous avez vendu le véhicule pour $%1.,
STRM_mission_marker_arbeiter,Trailleur,
STRM_mission_marker_rathaus,Hotel de ville,
STRM_mission_marker_deliverypoint1,Livraison 1,
STRM_mission_marker_deliverypoint2,Livraison 2,
STRM_mission_marker_deliverypoint3,Livraison 3,
STRM_mission_marker_deliverypoint4,Livraison 4,
STRM_mission_marker_deliverypoint5,Livraison 5,
STRM_mission_marker_deliverypoint6,Livraison 6,
STRM_mission_marker_deliverypoint7,Livraison 7,
STRM_mission_marker_deliverypoint8,Livraison 8,
STRM_mission_marker_deliverypoint9,Livraison 9,
STRM_mission_marker_deliverypoint10,Livraison 10,
STRM_mission_marker_workplace1,Lieu de travail 1,
STRM_mission_marker_workplace2,Lieu de travail 2,
STRM_mission_marker_workplace3,Lieu de travail 3,
STRM_mission_marker_terrorhideout,Avant poste rebelle,
STRM_mission_marker_jail,Prison,
STRM_mission_marker_Heroindealer,Vendre Héroïne,
STRM_mission_marker_cocaindealer,Vendre Cocaïne,
STRM_mission_marker_marihuanadealer,Vendre Marijuana,
STRM_mission_marker_lsddealer,Vendre LSD,
STRM_mission_marker_lonelyisland,Juste une île solitaire,
STRM_mission_marker_racefinish,Course terminer,
STRM_mission_marker_racestart,La course commence,
STRM_mission_marker_atm,guichet de banque,
STRM_mission_marker_shootingrange,Stand de tir,
STRM_mission_marker_refuelstation,Station pétrolière,
STRM_mission_marker_policestation,Commissariat,
STRM_mission_marker_headmoneylicense,Licence de chasseur de prime,
STRM_mission_marker_antidoteshop,Magasin des anti-virus,
STRM_mission_marker_civhospital,Civ Hôpital,
STRM_mission_marker_bank,Banque,
STRM_mission_marker_shop_1,Magasin 1,
STRM_mission_marker_shop_2,Magasin 2,
STRM_mission_marker_shop_3,Magasin 3,
STRM_mission_marker_shop_air,Magasin véhicule aérien,
STRM_mission_marker_shop_air_small,Magasin de véhicules aériens de sport,
STRM_mission_marker_shop_armored,Concessionnaire de voitures,
STRM_mission_marker_shop_heavygun,Magasin d'armes lourdes,
STRM_mission_marker_shop_boat,Magasin de bateaux,
STRM_mission_marker_shop_sniper,Magasin de fusils sniper,
STRM_mission_marker_shop_rifle,Magasin de fusils,
STRM_mission_marker_shop_pickup,Magasin de pick-ups,
STRM_mission_marker_shop_truck,Magasin de camions,
STRM_mission_marker_shop_car,Magasin de voitures,
STRM_mission_marker_shop_handgun,Magasin d'armes de poing,
STRM_mission_marker_shop_smg,Magasin de mitraillettes,
STRM_mission_marker_shop_equipment,Magasin d'équipements générales,
STRM_mission_marker_sellcars,Vendre le véhicule,
STRM_mission_marker_garage,Garage,
STRM_mission_drugbuyflag,Acheter de la drogue,
STRM_mission_marker_fishing,Zone de pêche,
STRM_mission_marker_forest,Zone de travail en foret,
STRM_mission_marker_farming,Zone de récolte,
STRM_mission_marker_farmingsell,Vendre récolte,
STRM_mission_marker_court,Site de construction,
STRM_mission_marker_jail_construction,Site de construction de prison,
STRM_mission_marker_bagango_shooting_range,Stand de tir du Bagango,
STRM_mission_marker_factory_air,Fabrique de véhicules aériens,
STRM_mission_gruen_fahne,Bases,
STRM_mission_blau_fahne,Magasins,
STRM_mission_gelb_fahne,Cachette / Zone de travail / Magasins achetables,
STRM_mission_rot_fahne,Activités illégales,
STRM_mission_gruen_punkt,Banque / Guichet de banque,
STRM_mission_rot_punkt,Zone de livraison,
STRM_mission_gelb_punkt,Course de voiture,
STRM_mission_weiss_punkt,Autres,
STRM_mission_legende,Légende,
STRM_mission_legende_civmarker,Marqueur civil,
STRM_mission_legende_civmarker2,Marqueur civil (recherché),
STRM_mission_legende_copmarker,Marqueur police,
STRM_mission_legende_restaurante,Restaurant,
STRM_mission_marker_terrorvehicle,Véhicules rebels,
STRS_license_car,Permis de Conduire,
STRS_license_pickup,Permis de Pick-up,
STRS_license_truck,Permis de Poid Lourd,
STRS_license_boat,Permis de Bateau,
STRS_license_air,Permis de Pilote,
STRS_license_kopfgeld,Permis de chasseur de prime,
STRS_license_terror,Formation Terroriste,
STRS_license_uni,Examen Universitaire,
STRS_license_bank,Assurance Bancaire,
STRS_license_bomb,Entraînement aux explosifs,
STRS_license_lockpick,Entraînement au crochetage,
STRS_license_engineer,Formation d'ingénieur,
STRS_license_explosive,Entraînement aux explosifs,
STRS_license_probator,License d'achat de commerce civil,
STRS_license_coppatrol,Entraînement Officier de Patrouille,
STRS_license_copresponse,Entraînement Officier Criminel,
STRS_license_copairsupport,Entraînement Officier de Support Aerien,
STRS_license_copswat,Entraînement SWAT,
STRS_license_medic,Formation Médicale,
STRM_mission_marker_license1,Licence voiture/pick-up,
STRM_mission_marker_license2,Licence Arme de poing/mitraillette,
STRM_mission_marker_license3,Licence Sniper,
STRM_mission_marker_license4,Licence bateau,
STRM_mission_marker_license_airport,Licence de l'Air,
STRM_mission_marker_license5,Licence camionneur/pétrole,
STRM_mission_marker_university,Uni & entraînement,
STRM_mission_marker_Alcohol,Licence alcool,
STRS_item_addinfo_keine,aucun,
STRS_item_hideout,Cachette,
STRS_item_hideout_info,Une planque. Utilisez la en dehors des villes pour la placer. Au drapeau,
STRS_inventar_hideout_wrongplace,Vous êtes trop proche d'une ville et donc vous ne pouvez pas construire votre cachette ici.,
STRS_inventar_no_money_hideout,Vous ne pouvez pas vous offrir une cachette.,
STRS_inventar_bought_hideout,"%1, Vous avez construit une planque ici.",
STRS_variablen_hideout_small,Petite planque,
STRS_variablen_hideout_middle,Moyenne planque,
STRS_variablen_hideout_large,Grande planque,
STRS_variablen_hideout_addon_firstaid,Premiers secours,
STRS_variablen_hideout_addon_teleporter,Téléporter,
STRS_variablen_hideout_addon_banking,Banque via Internet,
STRS_hideoutheal_nouse,Vous n'êtes pas blessé.,
STRS_hideoutheal_use,Vous vous soignez,
STRS_hideoutheal_used,Vous blessures sont maintenant soignées.,
STRS_hideoutaddons_nobuy,Vous ne pouvez pas vous offrir cette extension.,
STRS_hideoutaddons_buy,Vous avec acheté cette extension de cachette pour $%1.,
STRS_hideoutaddons_repaired,Vous avez réparé votre planque.,
STRS_hideoutaddons_norepair,Vous ne pouvez pas réparer votre planque parce qu'elle n'est pas endommagée.,
STRS_hideoutaction_nobuy,Vous ne pouvez pas vous offrir cette planque.,
STRS_hideoutaction_already,Vous possédez déjà une planque.,
STRS_hideoutaction_info,Vous avez acheté une planque. Elle est disponible dans votre inventaire,
STRS_hideout_flagowner,Le proprio de cette planque est %1,
STRS_hideout_locked_entered,%1 est entré dans votre planque.,
STRS_hideout_locked,Planque verrouillée.,
STRS_hideout_unlocked,Planque déverrouillée.,
STRS_hideout_marker,Votre planque,
STRS_item_alreadygothideout,Vous avez déjà une planque.,
STRS_item_versicherung,Assurance bancaire,
STRS_item_versicherung_info,Vous ne pouvez pas perdre d'argent quand la banque est braquée tant que vous avez cet objet dans votre inventaire. Chaque fois que la banque est braquée une assurance bancaire sera enlevée.,
STRS_item_impound,Mettre en fourrière le véhicule,
STRS_item_impound_info,Avec cette amende vous pouvez mettre en fourrière un véhicule,
STRS_inventar_impound_zuweit,Il n'y a pas de véhicule ici,
STRS_inventar_impound_gesehen,%1 a mis en fourrière un véhicule (NOM: %2)!,
STRS_inventar_impound_already,Vous ne pouvez pas mettre en fourrière votre propre véhicule!.,
STRS_inventar_impound_success,Vous avez mis ce véhicule en fourrière!,
STRS_inventar_impound_noluck,Vous n'avez pas réussi à mettre ce véhicule à la fourrière,
STRS_item_lockpick,Crochet,
STRS_item_lockpick_info,Avec cet outil vous pouvez voler les véhicules des autres et en acquérir les clés.,
STRS_inventar_lockpick_zuweit,Aucun véhicule assez proche.,
STRS_inventar_lockpick_gesehen,%1 a été vu en train de voler un véhicule (plaque d'immatriculation: %2)!,
STRS_inventar_burglary,%1 a été vu entrant dans la maison de %2 !,
STRS_inventar_lockpick_already,Vous possédez déjà ce véhicule.,
STRS_inventar_lockpick_success,Vous avez les clés de ce véhicule!,
STRS_inventar_lockpick_noluck,Le crochet s'est brisé.,
STRS_item_holz,Bois,
STRS_item_eisenerz,Minerai de fer,
STRS_item_mineraloel,Pétrole minéral,
STRS_item_ebauteile,Composant électronique,
STRS_item_silizium,Silicone,
STRS_item_kupfer,Cuivre,
STRS_item_copper,Cuivre,
STRS_item_steel,Acier,
STRS_item_stahl,Acier,
STRS_item_schwarzpulver,Poudre noire,
STRS_item_schwefel,Sulfure,
STRS_item_kohle,Charbon,
STRS_item_gold,Or,
STRS_item_Diamond,Diamant,
STRS_item_erdoel,Pétrole,
STRS_item_glas,Vitre,
STRS_item_plastik,Plastique,
STRS_item_sand,Sable,
STRS_item_stahlwolle,Limaille d'acier,
